,Name,R,2B,3B,HR,BB,IBB,SO,BA,OBP,SLG,OPS,bbType_flyBall,bbType_groundBall,bbType_lineDrive,bbType_popUp,2BperPA,3BperPA,HRperPA,BBperPA,IBBperPA,SOperPA,launch_speed_median,launch_angle_median,p1,p2,p3,p4
393,Michael Saunders,324,123,19,81,255,10,710,0.232,0.305,0.397,0.7020000000000001,0.2651345291479821,0.4400224215246637,0.21692825112107625,0.07791479820627803,0.04479242534595776,0.006919155134741443,0.029497450837581936,0.09286234522942463,0.0036416605972323384,0.258557902403496,91.35,11.0,-2.884890285207421,-1.5636449469796683,-1.3209394241249137,2.9171190812714776
395,Jonathan Schoop,409,157,5,141,126,3,752,0.259,0.297,0.45,0.747,0.1934398654331371,0.4600504625735913,0.2388561816652649,0.10765349032800672,0.047851264858274914,0.0015239256324291375,0.04297470283450168,0.03840292593721426,0.0009143553794574824,0.22919841511734226,88.8,11.0,-2.801382706758537,-1.4735666315437288,-1.2366967220406886,2.8557591081781135
396,Skip Schumaker,386,155,11,25,266,13,448,0.277,0.337,0.361,0.698,0.1682995101469559,0.5741777466759972,0.23268019594121764,0.0244926522043387,0.04682779456193353,0.003323262839879154,0.007552870090634442,0.08036253776435046,0.00392749244712991,0.13534743202416918,87.7,4.5,-2.7760389060402764,-1.6202619234663531,-1.3683501600109642,2.756066788392794
397,Kyle Schwarber,295,71,8,121,274,28,591,0.23,0.336,0.48,0.816,0.27044025157232704,0.42138364779874216,0.2256289308176101,0.08254716981132075,0.033681214421252374,0.003795066413662239,0.057400379506641376,0.12998102466793168,0.013282732447817835,0.2803605313092979,93.6,14.0,-2.9463152416143132,-1.546242835476481,-1.3229574635585737,2.9922577107719532
400,Corey Seager,340,142,9,88,207,15,435,0.295,0.362,0.5,0.863,0.2324141812042769,0.4350028137310073,0.29375351716375914,0.03882948790095666,0.0617122990004346,0.003911342894393742,0.03824424163407214,0.08996088657105608,0.00651890482398957,0.18904823989569752,93.0,12.0,-2.9398790743616035,-1.5564506026525056,-1.3006953558159482,2.976378889302651
401,Kyle Seager,632,280,13,207,474,33,959,0.256,0.326,0.443,0.768,0.3035625927758535,0.35650667986145473,0.2582879762493815,0.08164275111331024,0.05059631369714492,0.0023491145645103,0.03740513191181785,0.08565233104445248,0.005963136971449222,0.17329237441272136,91.4,18.0,-2.8701645013583352,-1.4096255292643867,-1.165316188386591,2.993319330677798
402,Jean Segura,591,196,42,83,237,20,641,0.285,0.327,0.407,0.7340000000000001,0.1572883172561629,0.5629689174705252,0.22561629153269025,0.053858520900321546,0.0420871805883616,0.009018681554648916,0.017822632596091903,0.0508911316298046,0.004294610264118532,0.13764225896499893,89.7,6.0,-2.8205840359338845,-1.614392466464448,-1.3570071137874746,2.840365957380449
403,Marcus Semien,467,170,22,115,326,5,731,0.254,0.322,0.425,0.747,0.25705450328565904,0.3915732508697333,0.26903749516814845,0.08233475067645922,0.046961325966850834,0.006077348066298343,0.031767955801104975,0.09005524861878453,0.0013812154696132596,0.20193370165745853,89.9,16.0,-2.841626026083641,-1.4081484016990191,-1.1870745344029965,2.922731027592428
404,Travis Shaw,290,116,3,105,251,20,574,0.243,0.325,0.448,0.773,0.29008109794135994,0.3836556456643793,0.2364316905801622,0.08983156581409857,0.04793388429752066,0.0012396694214876036,0.04338842975206612,0.1037190082644628,0.008264462809917356,0.2371900826446281,90.3,17.0,-2.8444709830833297,-1.4166722688881166,-1.184383659447892,2.936995772136395
405,Andrelton Simmons,456,188,23,67,265,15,386,0.269,0.317,0.379,0.696,0.18121546961325968,0.5212707182320442,0.21740331491712708,0.08011049723756906,0.04392523364485981,0.005373831775700935,0.015654205607476636,0.06191588785046729,0.003504672897196261,0.09018691588785048,88.8,5.0,-2.8075507341019574,-1.610037768535955,-1.3585555929893458,2.7965803343270697
406,Grady Sizemore,282,122,18,72,238,16,478,0.247,0.33,0.426,0.7559999999999999,0.33374270801350936,0.39177156892846177,0.19926312557568315,0.07491556647221369,0.051694915254237285,0.007627118644067797,0.030508474576271188,0.10084745762711864,0.006779661016949152,0.20254237288135596,91.9,11.0,-2.892972309017624,-1.5905271247329142,-1.324012021237832,2.929273462087641
407,Mallex Smith,198,63,27,13,134,0,362,0.255,0.325,0.361,0.6859999999999999,0.1741424802110818,0.5452946350043976,0.2321899736147757,0.04837291116974495,0.0380894800483676,0.016324062877871828,0.007859733978234583,0.08101571946795648,0.0,0.218863361547763,86.2,6.0,-2.73752539641086,-1.5461180825096652,-1.329537752315301,2.7157466138685673
408,Seth Smith,521,224,30,126,431,33,796,0.26,0.343,0.445,0.7879999999999999,0.2765284609978918,0.42726633872101205,0.23893183415319744,0.057273366127898816,0.0549558390578999,0.007360157016683024,0.030912659470068694,0.10574092247301277,0.008096172718351325,0.19528949950932287,92.1,11.0,-2.9091358435848806,-1.5802704714944609,-1.323575128449342,2.9329309348428225
409,Justin Smoak,505,196,2,196,552,20,1122,0.229,0.322,0.419,0.74,0.2830497382198953,0.3907068062827225,0.23658376963350786,0.08965968586387435,0.041263157894736835,0.00042105263157894734,0.041263157894736835,0.11621052631578947,0.0042105263157894745,0.2362105263157895,92.4,17.0,-2.9119320903136963,-1.461174967453682,-1.2324242426377916,2.9995826651866593
410,Travis Snider,214,100,7,54,167,11,492,0.244,0.311,0.399,0.7090000000000001,0.22776073619631895,0.4785276073619632,0.2124233128834356,0.08128834355828221,0.050735667174023336,0.0035514967021816326,0.0273972602739726,0.08472856418061897,0.005580923389142567,0.2496194824961948,88.75,10.0,-2.80956443944083,-1.5298017593696653,-1.2867146183735434,2.8301612055634195
411,Eric Sogard,251,98,10,25,198,8,313,0.246,0.315,0.339,0.655,0.2201885745978924,0.4026622296173045,0.2834165280088741,0.093732667775929,0.04235090751944685,0.00432152117545376,0.0108038029386344,0.08556611927398444,0.003457216940363008,0.13526361279170268,86.9,14.0,-2.7680980330553413,-1.3651571032104346,-1.168584338885111,2.821343756493828
412,Yangervis Solarte,282,124,6,75,189,8,326,0.258,0.315,0.408,0.723,0.21737066919791173,0.4418604651162791,0.23777883246321785,0.10299003322259136,0.04688090737240076,0.002268431001890359,0.028355387523629486,0.07145557655954632,0.0030245746691871453,0.12325141776937618,88.6,13.0,-2.796436777143947,-1.440126565440915,-1.2045477638939042,2.8625764818871295
413,Jorge Soler,233,99,3,94,201,9,554,0.252,0.335,0.475,0.81,0.23673469387755106,0.4171428571428572,0.26612244897959186,0.07918367346938776,0.04987405541561713,0.0015113350125944586,0.0473551637279597,0.10125944584382872,0.004534005037783375,0.2790931989924433,92.7,14.0,-2.9354038187307734,-1.5099522740378173,-1.2808197424638486,2.9788045082923724
415,Geovany Soto,295,139,4,105,306,17,654,0.243,0.329,0.4320000000000001,0.7609999999999999,0.3192165166754897,0.393859184753838,0.2249867654843833,0.061937533086289034,0.04983865184653998,0.0014342058085335249,0.03764790247400502,0.10971674435281464,0.006095374686267479,0.2344926496952313,92.0,14.0,-2.8951547140511176,-1.5307325277275032,-1.276674780198958,2.9604403017439793
416,Steven Souza Jr.,221,70,7,71,196,2,579,0.232,0.322,0.416,0.737,0.2277511961722488,0.4392344497607655,0.2516746411483254,0.08133971291866028,0.03804347826086957,0.003804347826086957,0.03858695652173913,0.10652173913043478,0.0010869565217391304,0.31467391304347825,90.6,12.0,-2.878995980846857,-1.5079771289491113,-1.3030785026103155,2.894034016104708
417,Denard Span,773,265,72,71,515,9,716,0.281,0.34700000000000003,0.398,0.745,0.1841550779603877,0.5259165613147914,0.2284028655710072,0.061314791403286974,0.044492948287441235,0.01208865010073875,0.011920752182672936,0.08646742780389523,0.0015110812625923438,0.12021490933512426,87.35,9.0,-2.7613626004457976,-1.513523857791421,-1.2770499112093892,2.779580184295321
418,George Springer,567,137,13,174,396,8,785,0.27,0.361,0.491,0.852,0.22624254473161035,0.4703777335984096,0.24135188866799204,0.06083499005964215,0.0384076254555649,0.003644519203812728,0.04878048780487805,0.11101766190075693,0.0022427810485001398,0.22007289038407624,90.95,10.0,-2.8722461400955974,-1.5658950391564395,-1.3389526839096393,2.8782558993674883
419,Giancarlo Stanton,698,246,11,312,584,80,1402,0.268,0.359,0.546,0.905,0.24190857524190856,0.4260927594260928,0.2369035702369036,0.09509509509509508,0.049288719695451816,0.0022039671408535366,0.06251252254057303,0.11701061911440593,0.016028851933480266,0.28090563013424164,94.6,12.0,-2.9905580729977723,-1.5942440122952193,-1.3542684113900045,3.0028287265323477
421,Trevor Story,375,146,22,134,213,10,726,0.277,0.343,0.535,0.877,0.2832080200501253,0.33709273182957394,0.29636591478696744,0.08333333333333333,0.057457693821330175,0.008658008658008658,0.05273514364423455,0.08382526564344746,0.0039354584809130275,0.2857142857142857,92.8,18.5,-2.9295468577587758,-1.4081526822677244,-1.178862045891137,3.0286958046502868
422,Dee Strange-Gordon,532,124,54,18,168,6,610,0.28600000000000003,0.319,0.36,0.679,0.13468523002421307,0.6029055690072639,0.22336561743341404,0.0387409200968523,0.03021442495126705,0.013157894736842105,0.0043859649122807015,0.04093567251461988,0.0014619883040935672,0.148635477582846,85.2,3.0,-2.6860277702288347,-1.5778907185842084,-1.348460820268911,2.6793457707430295
423,Drew Stubbs,444,106,20,92,277,6,972,0.242,0.313,0.391,0.7040000000000001,0.2536458333333333,0.4817708333333333,0.1890625,0.07552083333333333,0.033470161035680464,0.006315124723713293,0.02904957372908115,0.08746447742342911,0.0018945374171139878,0.3069150615724661,90.85,14.0,-2.8472339884638207,-1.5115334601440307,-1.2715345121362274,2.9397303847994327
424,Eugenio Suarez,435,130,11,162,338,14,861,0.261,0.342,0.473,0.815,0.2758777929776562,0.3935248518011856,0.2663018695850433,0.06429548563611491,0.03786775415088844,0.003204194581998252,0.0471890474803379,0.09845616079230993,0.00407806583163414,0.2508010486454996,90.5,16.0,-2.84821416231942,-1.4283383351271048,-1.2127198854252006,2.9350710508607984
425,Ichiro Suzuki,638,185,39,50,318,66,619,0.29,0.332,0.37,0.7020000000000001,0.17002881844380405,0.5706051873198847,0.20283750831301264,0.0565284859232986,0.03330932661145121,0.007021966150522146,0.009002520705797623,0.057256031688872874,0.011883327331652862,0.11145120633777457,84.7,4.5,-2.6672749802427065,-1.5463070975256734,-1.3106987684381326,2.672783364763229
426,Kurt Suzuki,540,270,6,126,336,22,639,0.259,0.316,0.391,0.7070000000000001,0.27235597592433364,0.4142304385210662,0.220335339638865,0.09307824591573516,0.049010709747685614,0.0010891268832819024,0.022871664548919948,0.06099110546378653,0.003993465238700309,0.1159920130695226,89.0,15.0,-2.7897882749642737,-1.427204110279409,-1.169727502385508,2.9064419978655676
427,Dansby Swanson,256,96,10,50,189,32,471,0.249,0.321,0.396,0.7170000000000001,0.2294034090909091,0.4289772727272727,0.2826704545454545,0.05894886363636364,0.047105004906771344,0.0049067713444553495,0.02453385672227674,0.09273797841020608,0.015701668302257114,0.2311089303238469,90.8,13.0,-2.8774381604397608,-1.4825138959522928,-1.2613965272437306,2.92663283743129
429,Nick Swisher,538,211,7,165,557,20,968,0.248,0.34700000000000003,0.44,0.787,0.32750359367513177,0.3845232390991855,0.20795400095831332,0.08001916626736942,0.04812956204379562,0.0015967153284671533,0.03763686131386861,0.1270529197080292,0.0045620437956204385,0.2208029197080292,89.2,6.0,-2.8429890529027393,-1.6234693475990494,-1.3894426361002918,2.77687668716521
430,Jose Tabata,208,81,15,17,129,1,254,0.275,0.336,0.377,0.713,0.18301610541727675,0.6112737920937042,0.18667642752562225,0.019033674963396783,0.04589235127478754,0.0084985835694051,0.00963172804532578,0.07308781869688387,0.0005665722379603398,0.14390934844192635,95.0,-3.0,-2.9947974875408674,-1.9381436804805752,-1.6349330299642229,2.907781841792022
431,Chris Taylor,285,121,22,59,189,4,575,0.263,0.335,0.444,0.779,0.24187975120939875,0.4063579820317899,0.3006219765031099,0.05114029025570145,0.057129367327667616,0.010387157695939566,0.02785646836638338,0.08923512747875352,0.0018885741265344664,0.27148253068932954,89.9,15.0,-2.8544633259042866,-1.4270141579323299,-1.2060789935886334,2.911348341213968
432,Michael A. Taylor,204,87,8,53,123,14,566,0.237,0.29100000000000004,0.395,0.6859999999999999,0.2019400352733686,0.4797178130511464,0.2574955908289241,0.060846560846560836,0.048226164079822616,0.004434589800443459,0.029379157427937917,0.06818181818181818,0.0077605321507760545,0.3137472283813747,90.65,10.5,-2.869797058541134,-1.538505435411526,-1.3056142268947468,2.9038979233156827
434,Mark Teixeira,635,226,5,239,573,44,840,0.256,0.353,0.489,0.8420000000000001,0.3147887323943662,0.3922535211267605,0.20440140845070426,0.0880281690140845,0.04725067948985992,0.0010453690152623877,0.049968638929542133,0.11979928914906962,0.009199247334309012,0.17562199456408112,91.3,15.0,-2.8655527566887455,-1.4953911208076365,-1.2428896916913759,2.9371081694712333
436,Ruben Tejada,225,110,1,10,202,22,359,0.25,0.324,0.317,0.6409999999999999,0.245136186770428,0.4346859366314619,0.25903279599777657,0.06114508060033352,0.045909849749582635,0.00041736227045075126,0.0041736227045075115,0.08430717863105175,0.009181969949916527,0.1498330550918197,87.75,13.0,-2.7789089527891355,-1.433429678237209,-1.206151567920823,2.8475208284326388
437,Eric Thames,285,100,17,96,207,14,616,0.242,0.325,0.468,0.7929999999999999,0.3182897862232779,0.3871733966745843,0.2327790973871734,0.061757719714964375,0.04737091425864519,0.00805305542396968,0.04547607768829938,0.09805779251539556,0.006631927996210327,0.2918048318332544,92.3,19.0,-2.8851143071165732,-1.4359962402709223,-1.1872704332651578,3.0214181351587324
442,Mike Trout,944,260,48,302,838,104,1174,0.304,0.418,0.5820000000000001,1.0,0.2925904317386231,0.37135355892648775,0.27129521586931155,0.06446907817969663,0.04715270221254987,0.008705114254624592,0.0547696771853464,0.15197678636198764,0.01886108088501995,0.21291258614435984,93.0,17.0,-2.9357105211935073,-1.4664446993383984,-1.2458498679578656,2.9908922305630377
443,Mark Trumbo,532,182,11,218,299,20,1097,0.249,0.302,0.459,0.7609999999999999,0.246843853820598,0.43920265780730894,0.21627906976744185,0.09767441860465116,0.041185788639963784,0.002489250961756053,0.04933242815116543,0.06766236705136909,0.004525910839556461,0.24824620954967186,92.2,12.0,-2.8942705697717312,-1.5462936182369005,-1.2986004384941965,2.958864672379731
444,Troy Tulowitzki,643,229,19,200,444,42,745,0.29100000000000004,0.362,0.502,0.8640000000000001,0.2641044592264105,0.4294161123429416,0.2180339985218034,0.08844542990884455,0.04949211151934298,0.004106332396801382,0.04322455154527772,0.09595850443051654,0.009077155824508321,0.1610114545061595,90.9,12.0,-2.8606589802955082,-1.528958043213942,-1.276200437136347,2.9053959438044057
445,Justin Turner,504,234,9,124,351,15,583,0.292,0.369,0.469,0.838,0.27119174225836723,0.3881764153894276,0.2843290584923366,0.05630278385986862,0.058470764617691164,0.002248875562218891,0.030984507746126936,0.08770614692653672,0.0037481259370314842,0.14567716141929035,92.15,17.0,-2.900463685796097,-1.444081113187876,-1.1903041712357239,3.0079472773841656
446,Trea Turner,378,118,29,75,182,5,431,0.29600000000000004,0.353,0.48,0.8340000000000001,0.20402611534276388,0.4842219804134929,0.250272034820457,0.061479869423286176,0.04953820319059614,0.012174643157010915,0.031486146095717885,0.0764063811922754,0.0020990764063811922,0.1809403862300588,91.2,9.0,-2.8791986366809006,-1.5804493633807049,-1.3327077286919113,2.894300832821606
447,Dan Uggla,541,163,8,177,510,21,1052,0.234,0.337,0.436,0.772,0.3368814729574223,0.3880897583429229,0.17491369390103567,0.1001150747986191,0.039765796535740416,0.0019516955354964625,0.043181263722859235,0.12442059038789947,0.005123200780678214,0.2566479629177848,92.3,14.0,-2.902325515599095,-1.5474945285772226,-1.3001231518077652,2.959563511773868
448,Justin Upton,992,329,35,305,729,45,1804,0.265,0.34700000000000003,0.477,0.8240000000000001,0.28270774571490564,0.40681275764807984,0.2219570405727924,0.0883054892601432,0.046482057078270696,0.004944899689177734,0.043091268719977385,0.10299519638315907,0.006357728171799943,0.2548742582650466,92.0,16.0,-2.892850667409536,-1.4789155451232485,-1.2364851075922707,2.978875716827261
449,Melvin Upton Jr.,598,224,29,135,496,19,1320,0.237,0.315,0.394,0.7090000000000001,0.272002127093858,0.4520074448285031,0.20101036958255786,0.07444828503057697,0.04531660934655068,0.005866882460044507,0.02731134938296581,0.10034392069593363,0.0038438195427877814,0.2670443050778879,90.3,10.0,-2.8543822443454903,-1.5736679867764511,-1.3293591678703194,2.8718129039789346
450,Juan Uribe,330,164,9,95,216,19,621,0.255,0.307,0.409,0.716,0.2852725164282953,0.4197912640123696,0.1863161963664476,0.10862002319288752,0.04941247363663754,0.0027116601385959627,0.028623079240735164,0.06507984332630311,0.005724615848147032,0.18710454956312145,90.0,10.0,-2.8336790676750003,-1.5539081562245853,-1.2907747601492179,2.8784407132079233
451,Chase Utley,726,263,40,162,516,54,801,0.263,0.35100000000000003,0.439,0.79,0.3050330452465684,0.3956956448059651,0.2248771394678868,0.07422470767666497,0.04831006612784717,0.007347538574577517,0.029757531227038943,0.09478324761204997,0.009919177075679648,0.14713445995591476,89.7,13.0,-2.821058594492394,-1.4880260509064291,-1.2391629560672535,2.8854797548406346
452,Luis Valbuena,377,169,9,114,374,17,788,0.226,0.31,0.394,0.703,0.2934556065027095,0.39766569403918295,0.2192580241767403,0.08962067528136723,0.047325679081489776,0.002520302436292355,0.03192383085970316,0.10473256790814896,0.0047605712685522255,0.2206664799775973,90.3,18.0,-2.8392302340378084,-1.410058537568701,-1.1698168008449001,2.952442075827979
453,Danny Valencia,360,154,12,96,217,8,651,0.268,0.317,0.426,0.742,0.2252443688907777,0.4594135146621334,0.2341691457713557,0.0811729706757331,0.04779639975170701,0.0037243947858473,0.0297951582867784,0.06734947237740534,0.0024829298572315328,0.202048417132216,91.95,9.0,-2.903878456734619,-1.596819094117488,-1.3443904680812482,2.92785657380937
454,Christian Vazquez,191,81,4,40,108,6,321,0.259,0.309,0.392,0.701,0.2170245398773006,0.4639570552147239,0.26150306748466257,0.05751533742331288,0.047396138092451724,0.0023405500292568754,0.023405500292568757,0.06319485078993564,0.003510825043885313,0.18782913984786426,89.65,11.0,-2.8291644690437,-1.506367988436305,-1.2655233674059791,2.884280776458846
455,Will Venable,378,118,39,81,254,26,748,0.249,0.315,0.404,0.7190000000000001,0.2331288343558282,0.4945729117508258,0.2000943841434639,0.07220386974988202,0.03750794659885569,0.012396694214876032,0.02574698029243484,0.080737444373808,0.008264462809917356,0.23776223776223776,88.2,1.0,-2.8027966797213617,-1.6854789766952376,-1.4546607422429807,2.7192871793814537
457,Shane Victorino,570,187,59,88,313,11,490,0.276,0.341,0.431,0.7709999999999999,0.24053295932678825,0.4621318373071529,0.1846657316503039,0.11196820944366527,0.04572127139364303,0.014425427872860637,0.021515892420537898,0.0765281173594132,0.0026894865525672372,0.1198044009779951,82.9,15.0,-2.6042727646700192,-1.3107012934707016,-1.0811133287999548,2.6981547989856196
458,Jonathan Villar,394,137,15,80,283,8,854,0.259,0.327,0.4,0.727,0.15485436893203886,0.5703883495145631,0.22427184466019412,0.05,0.0426924275475226,0.004674353381115611,0.024929884699283263,0.08818946712371455,0.0024929884699283265,0.2661265191648489,90.4,5.0,-2.8678784886044406,-1.660751398825211,-1.4212608425773972,2.831457421356238
459,Stephen Vogt,217,111,11,68,167,14,389,0.25,0.308,0.421,0.728,0.30136138613861385,0.3353960396039604,0.27413366336633666,0.0891089108910891,0.051152073732718885,0.005069124423963134,0.03133640552995392,0.07695852534562211,0.0064516129032258064,0.1792626728110599,88.8,19.0,-2.7972577529266043,-1.3224379293879427,-1.0971551947820988,2.9267320517013102
460,Joey Votto,1030,405,20,291,1212,140,1339,0.304,0.42,0.517,0.937,0.27292751301561874,0.4150981177412896,0.2917501001201442,0.020224269122947537,0.0539568345323741,0.0026645350386357578,0.038768984812150284,0.16147082334132695,0.018651745270450302,0.17839062083666402,91.1,15.0,-2.8872482697522086,-1.4792171482787695,-1.2536866604153671,2.9182217791115637
461,Neil Walker,611,238,22,149,460,27,931,0.267,0.338,0.426,0.764,0.28506301957629393,0.4070796460176992,0.2451059265218557,0.06275140788415125,0.04619565217391304,0.004270186335403727,0.02892080745341615,0.08928571428571429,0.005240683229813665,0.18070652173913046,89.9,15.0,-2.8259313962651227,-1.4493915526213015,-1.2080899666942386,2.918169828930421
462,Rickie Weeks,516,169,22,124,384,5,920,0.245,0.339,0.424,0.763,0.25030750307503075,0.474169741697417,0.1863468634686347,0.08917589175891759,0.0448871181938911,0.005843293492695884,0.032934926958831344,0.10199203187250996,0.0013280212483399733,0.2443559096945551,88.9,10.0,-2.80958299503691,-1.5458422046237834,-1.3042610674294801,2.8224464599951657
464,Jayson Werth,727,250,13,196,633,29,1145,0.269,0.362,0.461,0.823,0.2976415094339623,0.3872641509433962,0.23726415094339626,0.07783018867924528,0.04773725415314111,0.0024823372159633373,0.03742600725606264,0.1208707275157533,0.005537521481764369,0.21863662402138628,91.8,14.0,-2.9026624538814967,-1.5120052723023352,-1.2758810300493613,2.946789531445769
465,Matt Wieters,440,190,5,146,368,29,847,0.249,0.313,0.409,0.722,0.29696218226906385,0.41785492870427776,0.21264724116553008,0.07253564786112833,0.042908762420957536,0.001129177958446251,0.03297199638663053,0.08310749774164408,0.006549232158988257,0.19128274616079494,89.2,16.0,-2.7892226618135454,-1.4291766714639502,-1.179691880481491,2.9105030057608534
468,Kolten Wong,351,124,25,53,233,27,463,0.261,0.333,0.384,0.7170000000000001,0.18524798643493007,0.49003815175922,0.24883425180161084,0.07587961000423908,0.04073587385019711,0.00821287779237845,0.01741130091984231,0.07654402102496714,0.008869908015768726,0.15210249671484888,88.1,10.0,-2.7881993061940236,-1.4871200052984115,-1.2650481670282832,2.8189796966429617
469,David Wright,600,249,18,145,516,52,911,0.289,0.37,0.47,0.84,0.3131981795614398,0.3934629706247414,0.2333471245345469,0.059991725279271824,0.05460526315789474,0.003947368421052632,0.03179824561403509,0.11315789473684212,0.011403508771929824,0.199780701754386,91.15,18.0,-2.8604173261211474,-1.4359398054701755,-1.1803576015236021,2.9758918896899447
470,Christian Yelich,626,216,25,151,494,34,907,0.29600000000000004,0.381,0.489,0.87,0.15437867774316372,0.564901349948079,0.2596053997923157,0.021114572516441683,0.050361389601305664,0.005828864537188156,0.035206341804616466,0.11517836325483795,0.007927255770575892,0.2114712054091863,94.7,5.0,-3.0012723206526584,-1.7475208912125346,-1.490705593488052,2.948380052951442
472,Chris Young,573,255,21,157,471,15,1039,0.235,0.317,0.424,0.741,0.3184979137691238,0.33880389429763563,0.19582753824756607,0.14687065368567453,0.0552665799739922,0.004551365409622887,0.034026874729085395,0.10208062418725618,0.003250975292587776,0.22518422193324664,87.1,19.0,-2.756165189681433,-1.315044005089635,-1.0870601348774371,2.854661291495851
473,Delmon Young,392,171,10,93,152,16,633,0.28,0.315,0.421,0.737,0.27112777617536776,0.4770695125468705,0.19180847995385056,0.059994231323911164,0.0480472042708626,0.0028097780275358245,0.026130935656083168,0.04270862601854453,0.004495644844057321,0.1778589491430177,89.2,10.0,-2.782765504097402,-1.552511930872716,-1.2713574011112878,2.869563331034263
474,Eric Young Jr.,275,67,22,13,147,3,350,0.245,0.312,0.332,0.643,0.1656005685856432,0.5863539445628998,0.19260838663823732,0.05543710021321962,0.0347871235721703,0.01142263759086189,0.006749740394600207,0.0763239875389408,0.001557632398753894,0.181723779854621,86.9,4.0,-2.7476307313844903,-1.615495515676878,-1.3782034144999955,2.723941027498125
476,Ryan Zimmerman,747,301,14,226,505,33,1050,0.278,0.343,0.477,0.82,0.25095274390243905,0.4563643292682927,0.2288490853658537,0.06383384146341463,0.05315203955500618,0.002472187886279357,0.039908175878509616,0.08917534875507681,0.0058273000176584855,0.18541409147095175,94.4,8.0,-2.97581444270211,-1.682715291276032,-1.4092964730033912,2.9799048760108264
477,Ben Zobrist,866,341,42,164,819,34,947,0.27,0.362,0.433,0.7959999999999999,0.2426527455529776,0.4723511214230472,0.21848414539829847,0.06651198762567673,0.05219654063982857,0.006428899433644573,0.02510332159804072,0.1253635389560692,0.005204347160569417,0.1449563753252717,90.3,8.0,-2.866939704218216,-1.60816921452723,-1.3597546131169655,2.837601722042908
478,Mike Zunino,244,100,3,108,164,1,849,0.2,0.27,0.394,0.6629999999999999,0.2965565706254392,0.3612087139845397,0.2227687983134224,0.11946591707659872,0.04065040650406504,0.0012195121951219512,0.043902439024390234,0.06666666666666668,0.0004065040650406504,0.34512195121951217,91.3,19.0,-2.868196608673396,-1.3890879033438346,-1.1622577889841479,3.0065546413450157
