,index,pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,fielder_2,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,pitcher.1,fielder_2.1,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp
2024,1408,FF,2021-10-18,93.8,-1.16,6.48,"Urquidy, José",571771.0,664353.0,field_out,hit_into_play,,,,,12.0,Enrique Hernandez pops out to first baseman Yuli Gurriel.,L,R,R,BOS,HOU,X,3.0,popup,3.0,2.0,2021.0,-0.52,1.6,0.29,3.97,,,,1.0,1.0,Bot,139.68,183.91,,,455117.0,,,4.861339158827528,-136.5852777027959,-4.343736446612728,-7.4772841551384275,27.369194058008986,-11.330684716261734,3.32,1.51,57.0,80.6,78.0,93.7,2135.0,6.0,660898.0,664353.0,455117.0,493329.0,514888.0,608324.0,621043.0,488726.0,642350.0,663656.0,54.54,0.003,0.004,0.0,1.0,0.0,0.0,3.0,5.0,7.0,4-Seam Fastball,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Infield shift,Standard,198.0,-0.016,-0.213
2025,1418,SL,2021-10-18,82.8,-2.23,5.68,"Urquidy, José",571771.0,664353.0,,ball,,,,,14.0,Enrique Hernandez pops out to first baseman Yuli Gurriel.,L,R,R,BOS,HOU,B,,,2.0,2.0,2021.0,0.84,0.58,1.67,1.85,,,,1.0,1.0,Bot,,,,,455117.0,,,7.2230154477222825,-120.47739316876736,-3.434438743750945,7.0026523901571025,21.07339859313665,-26.079247895458078,3.27,1.58,,,,82.9,2545.0,6.1,660898.0,664353.0,455117.0,493329.0,514888.0,608324.0,621043.0,488726.0,642350.0,663656.0,54.38,,,,,,,,5.0,6.0,Slider,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Infield shift,Standard,69.0,0.0,0.071
2026,1425,FF,2021-10-18,94.1,-1.3,6.58,"Urquidy, José",571771.0,664353.0,,ball,,,,,12.0,Enrique Hernandez pops out to first baseman Yuli Gurriel.,L,R,R,BOS,HOU,B,,,1.0,2.0,2021.0,-0.65,1.51,0.56,4.3,,,,1.0,1.0,Bot,,,,,455117.0,,,6.2185255325089575,-137.01487564361554,-3.5920738294514245,-9.474046364106428,27.599529736126648,-12.469240964737173,3.32,1.56,,,,93.7,2240.0,5.8,660898.0,664353.0,455117.0,493329.0,514888.0,608324.0,621043.0,488726.0,642350.0,663656.0,54.66,,,,,,,,5.0,5.0,4-Seam Fastball,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Infield shift,Standard,201.0,0.0,0.027999999999999997
2027,1438,FF,2021-10-18,93.9,-0.97,6.48,"Urquidy, José",571771.0,664353.0,,foul,,,,,2.0,Enrique Hernandez pops out to first baseman Yuli Gurriel.,L,R,R,BOS,HOU,S,,,1.0,2.0,2021.0,-0.56,1.64,0.23,3.22,,,,1.0,1.0,Bot,,,,,455117.0,,,4.304041072886744,-136.5331879796509,-6.279624301002435,-7.982145171271343,30.455316794300288,-10.495671243154224,3.32,1.51,177.0,74.0,65.0,93.2,2230.0,5.9,660898.0,664353.0,455117.0,493329.0,514888.0,608324.0,621043.0,488726.0,642350.0,663656.0,54.56,,,,,,,,5.0,4.0,4-Seam Fastball,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Infield shift,Standard,202.0,0.0,0.0
2028,1449,FF,2021-10-18,94.7,-1.15,6.43,"Urquidy, José",571771.0,664353.0,,foul,,,,,11.0,Enrique Hernandez pops out to first baseman Yuli Gurriel.,L,R,R,BOS,HOU,S,,,1.0,1.0,2021.0,-0.59,1.91,-0.41,3.61,,,,1.0,1.0,Bot,,,,,455117.0,,,3.235213834442241,-137.67943485973774,-5.866791136815957,-8.25030138411436,33.78802601984317,-6.876437682464871,3.32,1.51,236.0,75.8,29.0,93.8,2262.0,6.0,660898.0,664353.0,455117.0,493329.0,514888.0,608324.0,621043.0,488726.0,642350.0,663656.0,54.48,,,,,,,,5.0,3.0,4-Seam Fastball,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Infield shift,Standard,200.0,0.0,-0.043
2029,1460,SL,2021-10-18,83.8,-2.18,5.71,"Urquidy, José",571771.0,664353.0,,ball,,,,,14.0,Enrique Hernandez pops out to first baseman Yuli Gurriel.,L,R,R,BOS,HOU,B,,,0.0,1.0,2021.0,0.71,0.58,0.89,1.53,,,,1.0,1.0,Bot,,,,,455117.0,,,5.648086132245666,-121.93381775030035,-4.413874470862539,6.109774424687115,22.55654828006964,-25.743700633788446,3.3,1.61,,,,83.7,2551.0,6.1,660898.0,664353.0,455117.0,493329.0,514888.0,608324.0,621043.0,488726.0,642350.0,663656.0,54.42,,,,,,,,5.0,2.0,Slider,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Infield shift,Standard,78.0,0.0,0.021
2030,1465,FF,2021-10-18,94.5,-1.05,6.6,"Urquidy, José",571771.0,664353.0,,called_strike,,,,,12.0,Enrique Hernandez pops out to first baseman Yuli Gurriel.,L,R,R,BOS,HOU,S,,,0.0,0.0,2021.0,-0.55,1.6,1.02,2.89,,,,1.0,1.0,Bot,,,,,455117.0,,,6.526026279702947,-137.3264206903656,-7.467386074815174,-8.356735977408361,29.21262848192793,-10.438482891941264,3.34,1.62,,,,93.5,2185.0,5.7,660898.0,664353.0,455117.0,493329.0,514888.0,608324.0,621043.0,488726.0,642350.0,663656.0,54.83,,,,,,,,5.0,1.0,4-Seam Fastball,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Infield shift,Standard,202.0,0.0,-0.027000000000000003
2031,1479,FF,2021-10-18,93.7,-1.52,6.39,"Urquidy, José",656941.0,664353.0,field_out,hit_into_play,,,,,5.0,Kyle Schwarber flies out to right fielder Kyle Tucker.,L,L,R,BOS,HOU,X,9.0,fly_ball,1.0,0.0,2021.0,-0.74,1.48,-0.22,2.15,,,,0.0,1.0,Bot,213.3,98.62,,,455117.0,,,4.92179066629529,-136.08806409038075,-8.332698713365996,-10.269861779741511,32.99764329373558,-12.089443696222704,3.37,1.53,327.0,89.1,35.0,92.4,2126.0,5.8,660898.0,664353.0,455117.0,493329.0,514888.0,608324.0,621043.0,488726.0,642350.0,663656.0,54.66,0.027000000000000003,0.038,0.0,1.0,0.0,0.0,3.0,4.0,2.0,4-Seam Fastball,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Infield shift,Standard,202.0,-0.021,-0.27899999999999997
2032,1492,FF,2021-10-18,92.1,-1.28,6.46,"Urquidy, José",656941.0,664353.0,,ball,,,,,14.0,Kyle Schwarber flies out to right fielder Kyle Tucker.,L,L,R,BOS,HOU,B,,,0.0,0.0,2021.0,-0.62,1.65,0.99,2.56,,,,0.0,1.0,Bot,,,,,455117.0,,,7.027656751658374,-133.8610103417438,-7.573505027585362,-8.952758915852053,27.917781191908173,-10.915284766308131,3.56,1.65,,,,91.5,2018.0,5.9,660898.0,664353.0,455117.0,493329.0,514888.0,608324.0,621043.0,488726.0,642350.0,663656.0,54.6,,,,,,,,4.0,1.0,4-Seam Fastball,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Infield shift,Standard,202.0,0.0,0.038
2608,2120,SL,2021-10-16,88.2,-0.43,6.18,"Stanek, Ryne",502110.0,592773.0,double_play,hit_into_play,,,,,5.0,"Astros challenged (tag play), call on the field was overturned: J.D. Martinez hit into a fielder's choice double play, third baseman Alex Bregman to first baseman Yuli Gurriel.   Xander Bogaerts out at 3rd.    J.D. Martinez out at 1st.",L,R,R,HOU,BOS,X,5.0,ground_ball,3.0,2.0,2021.0,0.08,-0.32,-0.18,2.65,593428.0,,,1.0,9.0,Top,98.35,171.89,,,488771.0,,,0.4433479131593368,-128.47609882129694,-1.8401282504640248,0.7471404591856731,26.70419562531062,-35.54890269156092,3.49,1.6,6.0,90.8,-24.0,88.0,2475.0,6.1,660913.0,592773.0,488771.0,493329.0,514888.0,608324.0,621043.0,488726.0,676801.0,663656.0,54.4,0.063,0.057,0.0,1.0,0.0,0.0,2.0,74.0,7.0,Slider,3.0,9.0,9.0,3.0,9.0,3.0,9.0,3.0,Strategic,Standard,40.0,0.001,-0.16399999999999998
2609,2131,SL,2021-10-16,87.9,-0.47,6.14,"Stanek, Ryne",502110.0,592773.0,,blocked_ball,,,,,14.0,"Astros challenged (tag play), call on the field was overturned: J.D. Martinez hit into a fielder's choice double play, third baseman Alex Bregman to first baseman Yuli Gurriel.   Xander Bogaerts out at 3rd.    J.D. Martinez out at 1st.",L,R,R,HOU,BOS,B,,,2.0,2.0,2021.0,0.01,-0.2,0.57,0.51,593428.0,,,1.0,9.0,Top,,,,,488771.0,,,2.499275351476484,-127.89999339776831,-7.122551250223722,-0.3789933714158253,26.42912803777492,-33.08351906952392,3.85,1.64,,,,88.0,2487.0,6.3,660913.0,592773.0,488771.0,493329.0,514888.0,608324.0,621043.0,488726.0,676801.0,663656.0,54.15,,,,,,,,74.0,6.0,Slider,3.0,9.0,9.0,3.0,9.0,3.0,9.0,3.0,Strategic,Standard,31.0,0.0,0.040999999999999995
2610,2157,FS,2021-10-16,89.6,-0.12,6.32,"Stanek, Ryne",502110.0,592773.0,,ball,,,,,14.0,"Astros challenged (tag play), call on the field was overturned: J.D. Martinez hit into a fielder's choice double play, third baseman Alex Bregman to first baseman Yuli Gurriel.   Xander Bogaerts out at 3rd.    J.D. Martinez out at 1st.",L,R,R,HOU,BOS,B,,,1.0,2.0,2021.0,-1.11,0.31,0.66,1.52,593428.0,,,1.0,9.0,Top,,,,,488771.0,,,4.2656903885209845,-130.40519636152843,-6.549077348211597,-13.571589622905266,26.272893650524267,-27.516796779172722,3.76,1.67,,,,89.7,853.0,6.2,660913.0,592773.0,488771.0,493329.0,514888.0,608324.0,621043.0,488726.0,676801.0,663656.0,54.28,,,,,,,,74.0,5.0,Split-Finger,3.0,9.0,9.0,3.0,9.0,3.0,9.0,3.0,Strategic,Standard,242.0,0.0,0.055
2611,2177,SL,2021-10-16,89.3,-0.37,6.17,"Stanek, Ryne",502110.0,592773.0,,ball,,,,,14.0,"Astros challenged (tag play), call on the field was overturned: J.D. Martinez hit into a fielder's choice double play, third baseman Alex Bregman to first baseman Yuli Gurriel.   Xander Bogaerts out at 3rd.    J.D. Martinez out at 1st.",L,R,R,HOU,BOS,B,,,0.0,2.0,2021.0,0.14,-0.19,1.5,1.28,593428.0,,,1.0,9.0,Top,,,,,488771.0,,,4.280813490042544,-129.95537982179954,-5.617171096012672,0.7746404845751341,26.28255563842885,-33.44017469409815,3.76,1.64,,,,89.2,2375.0,6.1,660913.0,592773.0,488771.0,493329.0,514888.0,608324.0,621043.0,488726.0,676801.0,663656.0,54.37,,,,,,,,74.0,4.0,Slider,3.0,9.0,9.0,3.0,9.0,3.0,9.0,3.0,Strategic,Standard,31.0,0.0,0.022000000000000002
2612,2193,FF,2021-10-16,97.1,-0.57,6.23,"Stanek, Ryne",502110.0,592773.0,,foul,,,,,3.0,"Astros challenged (tag play), call on the field was overturned: J.D. Martinez hit into a fielder's choice double play, third baseman Alex Bregman to first baseman Yuli Gurriel.   Xander Bogaerts out at 3rd.    J.D. Martinez out at 1st.",L,R,R,HOU,BOS,S,,,0.0,2.0,2021.0,-1.06,1.49,0.55,3.58,593428.0,,,1.0,9.0,Top,,,,,488771.0,,,5.343500471281397,-141.1735581642867,-4.902229432342212,-15.347652923995998,34.0948044644518,-11.349460906493704,3.49,1.6,233.0,78.9,41.0,95.7,2163.0,5.7,660913.0,592773.0,488771.0,493329.0,514888.0,608324.0,621043.0,488726.0,676801.0,663656.0,54.81,,,,,,,,74.0,3.0,4-Seam Fastball,3.0,9.0,9.0,3.0,9.0,3.0,9.0,3.0,Strategic,Standard,221.0,0.0,0.0
2613,2217,SL,2021-10-16,89.3,-0.66,6.11,"Stanek, Ryne",502110.0,592773.0,,swinging_strike,,,,,14.0,"Astros challenged (tag play), call on the field was overturned: J.D. Martinez hit into a fielder's choice double play, third baseman Alex Bregman to first baseman Yuli Gurriel.   Xander Bogaerts out at 3rd.    J.D. Martinez out at 1st.",L,R,R,HOU,BOS,S,,,0.0,1.0,2021.0,0.14,-0.07,1.01,1.1,593428.0,,,1.0,9.0,Top,,,,,488771.0,,,3.8026341141343147,-129.90733305674237,-6.0861065906391625,0.7541010288092178,29.867944155239183,-31.834908006472265,3.49,1.6,,,,88.6,2435.0,6.1,660913.0,592773.0,488771.0,493329.0,514888.0,608324.0,621043.0,488726.0,676801.0,663656.0,54.4,,,,,,,,74.0,2.0,Slider,3.0,9.0,9.0,3.0,9.0,3.0,9.0,3.0,Strategic,Standard,35.0,0.0,-0.114
2614,2227,SL,2021-10-16,88.6,-0.7,6.09,"Stanek, Ryne",502110.0,592773.0,,foul,,,,,7.0,"Astros challenged (tag play), call on the field was overturned: J.D. Martinez hit into a fielder's choice double play, third baseman Alex Bregman to first baseman Yuli Gurriel.   Xander Bogaerts out at 3rd.    J.D. Martinez out at 1st.",L,R,R,HOU,BOS,S,,,0.0,0.0,2021.0,0.0,0.14,-0.35,1.95,593428.0,,,1.0,9.0,Top,,,,,488771.0,,,0.8576305288202931,-129.00741792363308,-4.3373491231633565,-0.2183312431355629,26.76251834270296,-29.901525741689525,3.49,1.6,4.0,73.1,-27.0,88.0,2338.0,5.8,660913.0,592773.0,488771.0,493329.0,514888.0,608324.0,621043.0,488726.0,676801.0,663656.0,54.65,,,,,,,,74.0,1.0,Slider,3.0,9.0,9.0,3.0,9.0,3.0,9.0,3.0,Strategic,Standard,122.0,0.0,-0.07
2615,2261,FF,2021-10-16,97.7,-0.49,6.35,"Stanek, Ryne",657077.0,592773.0,field_out,hit_into_play,,,,,14.0,Alex Verdugo grounds out sharply to first baseman Yuli Gurriel.   Xander Bogaerts to 3rd.,L,L,R,HOU,BOS,X,3.0,ground_ball,1.0,0.0,2021.0,-0.94,1.08,1.0,1.96,,593428.0,,0.0,9.0,Top,164.77,151.07,,,488771.0,,,6.1481026335207725,-141.69683048499238,-8.586939463809939,-14.22759612607506,40.015935765113134,-15.705642736416547,3.37,1.53,88.0,108.3,3.0,96.0,2135.0,6.0,660913.0,592773.0,488771.0,493329.0,514888.0,608324.0,621043.0,488726.0,676801.0,663656.0,54.49,0.55,0.508,0.0,1.0,0.0,0.0,4.0,73.0,2.0,4-Seam Fastball,3.0,9.0,9.0,3.0,9.0,3.0,9.0,3.0,Standard,Standard,215.0,0.0,-0.35200000000000004
2616,2286,FS,2021-10-16,88.2,-0.71,6.19,"Stanek, Ryne",657077.0,592773.0,,blocked_ball,,,,,14.0,Alex Verdugo grounds out sharply to first baseman Yuli Gurriel.   Xander Bogaerts to 3rd.,L,L,R,HOU,BOS,B,,,0.0,0.0,2021.0,-1.45,-0.14,0.73,0.04,,593428.0,,0.0,9.0,Top,,,,,488771.0,,,6.476653915863086,-127.93839261020531,-8.373233894311156,-17.332755373723398,30.9838229768335,-31.85157249955473,3.47,1.53,,,,86.9,1037.0,6.0,660913.0,592773.0,488771.0,493329.0,514888.0,608324.0,621043.0,488726.0,676801.0,663656.0,54.47,,,,,,,,73.0,1.0,Split-Finger,3.0,9.0,9.0,3.0,9.0,3.0,9.0,3.0,Standard,Standard,250.0,0.0,0.054000000000000006
2617,2306,SL,2021-10-16,87.3,-0.45,6.2,"Stanek, Ryne",593428.0,592773.0,double,hit_into_play,,,,,3.0,Xander Bogaerts doubles (1) on a fly ball to right fielder Kyle Tucker.,L,R,R,HOU,BOS,X,9.0,fly_ball,0.0,2.0,2021.0,0.28,-0.33,0.7,3.27,,,,0.0,9.0,Top,218.55,110.16,,,488771.0,,,2.1515636617334897,-127.12680703757091,-0.2170228503458983,2.640186871793213,26.372216506602502,-35.95747938609971,3.47,1.59,315.0,92.7,29.0,86.9,2321.0,6.0,660913.0,592773.0,488771.0,493329.0,514888.0,608324.0,621043.0,488726.0,676801.0,663656.0,54.46,0.13,0.203,1.25,1.0,1.0,1.0,3.0,72.0,3.0,Slider,3.0,9.0,9.0,3.0,9.0,3.0,9.0,3.0,Standard,Standard,66.0,0.0,0.728
2618,2315,FF,2021-10-16,96.9,-0.24,6.56,"Stanek, Ryne",593428.0,592773.0,,foul,,,,,11.0,Xander Bogaerts doubles (1) on a fly ball to right fielder Kyle Tucker.,L,R,R,HOU,BOS,S,,,0.0,1.0,2021.0,-0.99,1.5,-0.46,4.08,,,,0.0,9.0,Top,,,,,488771.0,,,1.6597822461195957,-141.0746821800444,-4.454122161481194,-13.638743027498672,32.905861501844385,-11.396095496150107,3.47,1.59,186.0,80.3,16.0,95.9,2154.0,5.7,660913.0,592773.0,488771.0,493329.0,514888.0,608324.0,621043.0,488726.0,676801.0,663656.0,54.76,,,,,,,,72.0,2.0,4-Seam Fastball,3.0,9.0,9.0,3.0,9.0,3.0,9.0,3.0,Standard,Standard,214.0,0.0,-0.052000000000000005
2619,2354,FF,2021-10-16,96.6,-0.63,6.23,"Stanek, Ryne",593428.0,592773.0,,foul,,,,,11.0,Xander Bogaerts doubles (1) on a fly ball to right fielder Kyle Tucker.,L,R,R,HOU,BOS,S,,,0.0,0.0,2021.0,-1.26,1.34,-0.89,3.47,,,,0.0,9.0,Top,,,,,488771.0,,,2.1618053405179865,-140.48898930461297,-4.73061678777961,-17.105794097537178,35.84996814285193,-13.619904619667206,3.47,1.59,,,,95.1,2151.0,5.7,660913.0,592773.0,488771.0,493329.0,514888.0,608324.0,621043.0,488726.0,676801.0,663656.0,54.77,,,,,,,,72.0,1.0,4-Seam Fastball,3.0,9.0,9.0,3.0,9.0,3.0,9.0,3.0,Standard,Standard,222.0,0.0,-0.038
2635,1985,FF,2021-10-16,96.0,-2.17,5.03,"García, Yimi",646240.0,554340.0,field_out,hit_into_play,,,,,12.0,Rafael Devers pops out to first baseman Yuli Gurriel in foul territory.,L,L,R,HOU,BOS,X,3.0,popup,0.0,1.0,2021.0,-0.74,1.11,0.76,3.78,,666915.0,571771.0,2.0,8.0,Top,150.42,187.22,,,488771.0,,,9.331860737521787,-139.5696046525681,-0.18245906557295927,-11.787128709717994,32.755403403905156,-17.86333281677496,3.37,1.53,70.0,84.1,74.0,95.0,2512.0,5.8,660913.0,554340.0,488771.0,493329.0,514888.0,608324.0,621043.0,488726.0,676801.0,663656.0,54.67,0.0,0.0,0.0,1.0,0.0,0.0,3.0,68.0,2.0,4-Seam Fastball,3.0,9.0,9.0,3.0,9.0,3.0,9.0,3.0,Infield shift,Standard,237.0,0.002,-0.375
2636,1989,FF,2021-10-16,97.1,-2.19,5.04,"García, Yimi",646240.0,554340.0,,swinging_strike,,,,,2.0,Rafael Devers pops out to first baseman Yuli Gurriel in foul territory.,L,L,R,HOU,BOS,S,,,0.0,0.0,2021.0,-0.98,1.19,-0.03,2.89,,666915.0,571771.0,2.0,8.0,Top,,,,,488771.0,,,7.931447575440309,-141.09631999974897,-2.8546670872578903,-14.951995426562025,34.22759797688838,-15.838981844104307,3.37,1.53,,,,95.8,2552.0,5.8,660913.0,554340.0,488771.0,493329.0,514888.0,608324.0,621043.0,488726.0,676801.0,663656.0,54.71,,,,,,,,68.0,1.0,4-Seam Fastball,3.0,9.0,9.0,3.0,9.0,3.0,9.0,3.0,Infield shift,Standard,233.0,0.0,-0.075
2637,2001,FF,2021-10-16,92.7,-2.39,5.29,"García, Yimi",571771.0,554340.0,hit_by_pitch,hit_by_pitch,,,,,11.0,Enrique Hernandez hit by pitch.    Bobby Dalbec to 2nd.,L,R,R,HOU,BOS,B,,,1.0,2.0,2021.0,-1.18,0.81,-2.04,3.12,,,666915.0,2.0,8.0,Top,,,,,488771.0,,,3.4214573958254952,-135.07946634633288,-1.5274178932580584,-15.197864129827087,28.84786753113544,-22.169523533609187,3.32,1.51,,,,91.7,2249.0,5.6,660913.0,554340.0,488771.0,493329.0,514888.0,608324.0,621043.0,488726.0,676801.0,663656.0,54.92,,,0.7,1.0,0.0,0.0,,67.0,4.0,4-Seam Fastball,3.0,9.0,9.0,3.0,9.0,3.0,9.0,3.0,Infield shift,Standard,217.0,-0.001,0.297
2638,2009,CU,2021-10-16,82.7,-2.44,5.17,"García, Yimi",571771.0,554340.0,,foul,,,,,4.0,Enrique Hernandez hit by pitch.    Bobby Dalbec to 2nd.,L,R,R,HOU,BOS,S,,,1.0,1.0,2021.0,0.99,-0.41,-0.34,2.26,,,666915.0,2.0,8.0,Top,,,,,488771.0,,,2.8333836177535514,-120.29400083647684,0.7223872267106717,8.893840213951618,26.026892316224323,-36.546246588293684,3.32,1.51,107.0,67.6,71.0,81.3,2754.0,5.6,660913.0,554340.0,488771.0,493329.0,514888.0,608324.0,621043.0,488726.0,676801.0,663656.0,54.88,,,,,,,,67.0,3.0,Curveball,3.0,9.0,9.0,3.0,9.0,3.0,9.0,3.0,Infield shift,Standard,78.0,0.0,-0.059000000000000004
2639,2012,SI,2021-10-16,94.3,-2.37,5.16,"García, Yimi",571771.0,554340.0,,swinging_strike,,,,,11.0,Enrique Hernandez hit by pitch.    Bobby Dalbec to 2nd.,L,R,R,HOU,BOS,S,,,1.0,0.0,2021.0,-1.69,0.34,-2.05,2.97,,,666915.0,2.0,8.0,Top,,,,,488771.0,,,4.545800380733766,-137.27793234273364,-0.726639917766557,-22.344567174927672,32.40387807729045,-28.007853761340336,3.32,1.51,,,,93.1,2324.0,5.7,660913.0,554340.0,488771.0,493329.0,514888.0,608324.0,621043.0,488726.0,676801.0,663656.0,54.81,,,,,,,,67.0,2.0,Sinker,3.0,9.0,9.0,3.0,9.0,3.0,9.0,3.0,Infield shift,Standard,223.0,0.0,-0.048
2640,2026,SI,2021-10-16,95.3,-2.36,5.14,"García, Yimi",571771.0,554340.0,,blocked_ball,,,,,13.0,Enrique Hernandez hit by pitch.    Bobby Dalbec to 2nd.,L,R,R,HOU,BOS,B,,,0.0,0.0,2021.0,-1.61,0.41,-1.16,0.67,,,666915.0,2.0,8.0,Top,,,,,488771.0,,,6.699593785229597,-138.4456991094499,-6.905734340473434,-22.248951881788212,32.652792891535945,-25.513404003495673,3.35,1.61,,,,94.0,2292.0,5.7,660913.0,554340.0,488771.0,493329.0,514888.0,608324.0,621043.0,488726.0,676801.0,663656.0,54.77,,,,,,,,67.0,1.0,Sinker,3.0,9.0,9.0,3.0,9.0,3.0,9.0,3.0,Infield shift,Standard,226.0,0.0,0.036000000000000004
2641,2033,CU,2021-10-16,84.0,-2.51,5.01,"García, Yimi",656941.0,554340.0,walk,ball,,,,,14.0,Kyle Schwarber walks.,L,L,R,HOU,BOS,B,,,3.0,2.0,2021.0,0.93,-0.21,0.12,1.45,,,,2.0,8.0,Top,,,,,488771.0,,,4.195569023646977,-122.36791608893827,-1.4351381373356902,8.527664603790322,24.2303962890951,-34.166056285376385,3.32,1.7,,,,83.2,2801.0,5.7,660913.0,554340.0,488771.0,493329.0,514888.0,608324.0,621043.0,488726.0,676801.0,663656.0,54.81,,,0.7,1.0,0.0,0.0,,66.0,6.0,Curveball,3.0,9.0,9.0,3.0,9.0,3.0,9.0,3.0,Infield shift,Standard,77.0,0.0,0.09300000000000001
2642,2045,CU,2021-10-16,85.4,-2.54,5.11,"García, Yimi",656941.0,554340.0,,called_strike,,,,,12.0,Kyle Schwarber walks.,L,L,R,HOU,BOS,S,,,3.0,1.0,2021.0,0.66,-0.21,0.08,3.41,,,,2.0,8.0,Top,,,,,488771.0,,,4.78494702855311,-124.36059381496906,2.6521729592912795,5.917865182453738,24.605621265997637,-35.094252933609624,3.23,1.61,,,,84.7,2655.0,5.8,660913.0,554340.0,488771.0,493329.0,514888.0,608324.0,621043.0,488726.0,676801.0,663656.0,54.71,,,,,,,,66.0,5.0,Curveball,3.0,9.0,9.0,3.0,9.0,3.0,9.0,3.0,Infield shift,Standard,97.0,0.0,-0.027000000000000003
2643,2057,FF,2021-10-16,96.7,-2.26,5.07,"García, Yimi",656941.0,554340.0,,ball,,,,,12.0,Kyle Schwarber walks.,L,L,R,HOU,BOS,B,,,2.0,1.0,2021.0,-0.65,1.27,1.71,3.26,,,,2.0,8.0,Top,,,,,488771.0,,,11.95862478578078,-140.31883740490835,-2.137372977356348,-11.245693884538241,30.45194573014484,-15.078943651553645,3.32,1.67,,,,95.9,2524.0,5.9,660913.0,554340.0,488771.0,493329.0,514888.0,608324.0,621043.0,488726.0,676801.0,663656.0,54.58,,,,,,,,66.0,4.0,4-Seam Fastball,3.0,9.0,9.0,3.0,9.0,3.0,9.0,3.0,Infield shift,Standard,228.0,0.0,0.042
2644,2073,CH,2021-10-16,89.4,-2.27,5.16,"García, Yimi",656941.0,554340.0,,ball,,,,,14.0,Kyle Schwarber walks.,L,L,R,HOU,BOS,B,,,1.0,1.0,2021.0,-1.53,0.2,1.24,-1.03,,,,2.0,8.0,Top,,,,,488771.0,,,11.74140462436614,-129.4288117083826,-9.555571766301485,-19.61378306965591,25.318973209878244,-28.041975438009494,3.32,1.76,,,,88.6,1828.0,6.0,660913.0,554340.0,488771.0,493329.0,514888.0,608324.0,621043.0,488726.0,676801.0,663656.0,54.55,,,,,,,,66.0,3.0,Changeup,3.0,9.0,9.0,3.0,9.0,3.0,9.0,3.0,Infield shift,Standard,249.0,0.0,0.02
2645,2085,CU,2021-10-16,86.2,-2.57,5.14,"García, Yimi",656941.0,554340.0,,foul,,,,,5.0,Kyle Schwarber walks.,L,L,R,HOU,BOS,S,,,1.0,0.0,2021.0,1.02,0.3,0.15,2.39,,,,2.0,8.0,Top,,,,,488771.0,,,4.354414150307702,-125.55677831412737,-0.9126981213818685,9.840721601953668,25.766798331725784,-29.02174796399528,3.37,1.53,154.0,65.9,38.0,85.2,2771.0,5.6,660913.0,554340.0,488771.0,493329.0,514888.0,608324.0,621043.0,488726.0,676801.0,663656.0,54.91,,,,,,,,66.0,2.0,Curveball,3.0,9.0,9.0,3.0,9.0,3.0,9.0,3.0,Infield shift,Standard,71.0,0.0,-0.02
2646,2100,FF,2021-10-16,96.1,-2.29,5.1,"García, Yimi",656941.0,554340.0,,ball,,,,,12.0,Kyle Schwarber walks.,L,L,R,HOU,BOS,B,,,0.0,0.0,2021.0,-0.7,1.34,1.31,3.43,,,,2.0,8.0,Top,,,,,488771.0,,,10.98461716701988,-139.48401335947358,-1.8055567587430141,-11.701157295775724,32.1445391533097,-14.51041028771777,3.46,1.76,,,,94.9,2579.0,5.8,660913.0,554340.0,488771.0,493329.0,514888.0,608324.0,621043.0,488726.0,676801.0,663656.0,54.73,,,,,,,,66.0,1.0,4-Seam Fastball,3.0,9.0,9.0,3.0,9.0,3.0,9.0,3.0,Infield shift,Standard,219.0,0.0,0.016
